incident_id,age_num,sex_code,race_id,offense_type_id,location_id
61822494,17.0,M,2.0,40,7
61822494,17.0,M,2.0,40,7
61822494,17.0,M,2.0,40,7
61822494,17.0,M,2.0,40,7
61822495,-1.0,U,0.0,5,2
61822496,41.0,M,1.0,51,20
61822497,-1.0,U,0.0,49,20
61822497,-1.0,U,0.0,5,20
61822498,-1.0,U,0.0,11,23
61822499,17.0,M,2.0,45,22
61822499,17.0,M,2.0,45,22
61822500,17.0,M,2.0,23,8
61822500,32.0,F,2.0,23,8
61822501,17.0,M,2.0,40,20
61822501,17.0,M,2.0,40,20
61822502,25.0,M,1.0,45,23
61822503,25.0,M,1.0,23,23
61822503,25.0,F,5.0,23,23
61822504,32.0,M,2.0,27,20
61822505,28.0,F,2.0,51,20
61822505,28.0,F,2.0,5,20
61822506,47.0,F,1.0,51,20
61822507,25.0,M,1.0,5,3
61822507,31.0,M,1.0,5,3
61822508,23.0,M,2.0,51,20
61822508,-1.0,F,2.0,51,20
61822509,-1.0,U,0.0,40,18
61822510,37.0,M,2.0,5,20
61822511,37.0,M,2.0,51,20
61822513,-1.0,U,0.0,49,20
61822513,-1.0,U,0.0,5,20
61822516,19.0,M,0.0,14,20
61822516,19.0,M,0.0,45,20
61822517,65.0,F,1.0,45,23
61822518,-1.0,M,1.0,49,20
61822518,-1.0,M,1.0,5,20
61822518,17.0,M,2.0,49,20
61822518,17.0,M,2.0,5,20
61822518,-1.0,M,2.0,49,20
61822518,-1.0,M,2.0,5,20
61822519,-1.0,U,0.0,51,14
61822520,18.0,F,1.0,45,23
61822521,57.0,M,1.0,45,20
61822522,17.0,F,1.0,5,20
61822525,24.0,F,2.0,51,13
61822526,22.0,M,2.0,5,20
61822528,25.0,M,1.0,23,8
61822529,35.0,M,1.0,23,8
61822530,20.0,M,2.0,49,20
61822531,41.0,F,0.0,51,20
61822532,30.0,F,2.0,5,20
61822532,25.0,F,2.0,5,20
61822533,25.0,F,1.0,51,13
61822534,16.0,M,1.0,51,20
61822535,19.0,M,2.0,39,13
61822535,27.0,F,2.0,39,13
61822536,29.0,F,1.0,45,3
61822536,29.0,F,1.0,45,3
61822536,37.0,M,1.0,45,3
61822537,18.0,F,1.0,16,46
61822538,-1.0,M,2.0,27,17
61822538,-1.0,M,2.0,5,17
61822539,29.0,M,2.0,51,3
61822540,20.0,M,0.0,5,20
61822541,73.0,M,1.0,51,20
61822542,28.0,M,1.0,51,3
61822543,27.0,M,1.0,51,13
61822543,27.0,M,1.0,2,13
61822544,15.0,F,1.0,39,13
61822544,17.0,M,1.0,39,13
61822544,15.0,F,1.0,39,13
61822544,15.0,M,1.0,39,13
61822544,16.0,F,1.0,39,13
61822545,48.0,F,1.0,16,20
61822545,61.0,M,2.0,16,20
61822545,62.0,M,2.0,16,20
61822545,56.0,M,2.0,16,20
61822547,-1.0,U,0.0,49,20
61822547,-1.0,U,0.0,5,20
61822548,34.0,F,2.0,27,20
61822549,20.0,M,1.0,23,23
61822549,20.0,M,1.0,23,23
61822550,18.0,F,2.0,51,20
61822551,21.0,F,1.0,5,20
61822551,19.0,F,2.0,5,20
61822551,20.0,F,2.0,5,20
61822551,23.0,F,2.0,5,20
61822551,22.0,M,2.0,5,20
61822552,49.0,M,2.0,27,20
61822554,23.0,M,1.0,45,23
61822555,18.0,F,1.0,51,20
61822555,22.0,F,1.0,51,20
61822556,19.0,M,1.0,27,13
61822556,19.0,M,1.0,5,13
61822556,19.0,M,1.0,27,13
61822556,19.0,M,1.0,5,13
61822556,19.0,M,2.0,27,13
61822556,19.0,M,2.0,5,13
61822556,19.0,M,2.0,27,13
61822556,19.0,M,2.0,5,13
61822557,22.0,F,1.0,35,23
61822558,14.0,F,1.0,44,20
61822559,22.0,M,1.0,49,20
61822559,20.0,F,1.0,49,20
61822560,14.0,F,0.0,7,13
61822560,15.0,M,0.0,7,13
